distance,cov.min.eval,z_max,motif.max.score,alifold_cov_score,mfe.score,gc.score,motif.sum,group,ID,probability,p.value,read.max.score,read.counts,known,d.val,cov.val,ali.cov.val,z.val,motif.val,read.val,sig.features
0,10,-0.7,11.9,0,-39.5,60,19.8,Predicted,GCA_002208745.1_102,0.03,1,304,2,FALSE,0,0,0,0,1,1,2
0,10,-2.3,0,0,-68,59.7701149425287,0,Predicted,GCA_002208745.1_24,0.03,1,1482,2,FALSE,0,0,0,0,0,1,1
0,10,-0.6,0,0,-70.2,58.0808080808081,0,Predicted,GCA_002208745.1_261,0.03,1,118,2,FALSE,0,0,0,0,0,1,1
0,10,0.6,20.1,0,-38.4,48.8095238095238,20.1,Predicted,GCA_002208745.1_322,0.03,1,562,2,FALSE,0,0,0,0,1,1,2
0.03391,10,0.5,0,0.44,-22,44.2748091603053,0,Predicted,GCA_002220715.1_105,0.03,1,389,4,FALSE,0,0,0,0,0,1,1
0.008637,10,0.8,12.2,-0.44,-29.8,34.1463414634146,24.4,Predicted,GCA_002220715.1_150,0.03,1,145,3,FALSE,0,0,0,0,1,1,2
0,10,-2.9,0,0,-24.7,53.1645569620253,0,Predicted,GCA_002355295.1_137,0.03,1,280,2,FALSE,0,0,0,0,0,1,1
0,10,-1.7,16.8,0,-114.2,59.5744680851064,36.3,Predicted,GCA_002355295.1_169,0.03,1,622,2,FALSE,0,0,0,0,1,1,2
0,10,-2.9,12.2,0,-136.5,59.6590909090909,40.6,Predicted,GCA_002355295.1_202,0.03,1,1582,2,FALSE,0,0,0,0,1,1,2
0,10,-3,9.4,0,-83.2,59.5121951219512,26,Predicted,GCA_002355295.1_298,0.03,1,128,2,FALSE,0,0,0,0,1,1,2
0,10,-1.8,11.4,0,-75,63.4146341463415,18.5,Predicted,GCA_002355295.1_3,0.03,1,206,2,FALSE,0,0,0,0,1,1,2
0,10,-0.6,0,0,-20.2,57.1428571428571,0,Predicted,GCA_002355295.1_301,0.03,1,58,2,FALSE,0,0,0,0,0,0,0
0,10,0,21.1,0,-93.6,60.5809128630705,29.9,Predicted,GCA_002355295.1_549,0.03,1,956,2,FALSE,0,0,0,0,1,1,2
0,10,-3.6,7.9,0,-64.6,68.9075630252101,7.9,Predicted,GCA_002355295.1_570,0.03,1,346,2,FALSE,0,0,0,1,1,1,3
0,10,-2.7,11.8,0,-45.5,63.1578947368421,20.7,Predicted,GCA_002355295.1_610,0.03,1,150,2,FALSE,0,0,0,0,1,1,2
0.021587,10,0.8,12.1,1,-10.85,35.9223300970874,12.1,Predicted,GCA_002849875.1_95,0.03,1,613,4,FALSE,0,0,0,0,1,1,2
0.00132,10,-1.2,0,-0.25,-22.75,58.2089552238806,0,Predicted,GCA_002850215.1_315,0.03,1,122,2,FALSE,0,0,0,0,0,1,1
0.00132,10,-2.4,10.7,0.79,-70.4,63.2183908045977,41.3,Predicted,GCA_002850215.1_37,0.03,1,167,3,FALSE,0,0,0,0,1,1,2
0.00132,10,0.7,0,0,-4.3,44.2307692307692,0,Predicted,GCA_002850215.1_40,0.03,1,40,2,FALSE,0,0,0,0,0,0,0
0.00132,10,1.7,9.5,0,-22.83,63.3333333333333,19,Predicted,GCA_002850215.1_481,0.03,1,562,3,FALSE,0,0,0,0,1,1,2
0.00132,10,0.6,0,-0.22,-23.6,57.1428571428571,0,Predicted,GCA_002850215.1_540,0.03,1,264,3,FALSE,0,0,0,0,0,1,1
0.00132,10,0,12.6,1,-110.65,49.7126436781609,19.7,Predicted,GCA_002850215.1_74,0.03,1,390,2,FALSE,0,0,0,0,1,1,2
0,10,-3,9.8,0,-26.7,45.7142857142857,9.8,Predicted,GCA_005931095.1_1098,0.03,1,28,1,FALSE,0,0,0,0,1,0,1
0,10,-3.5,0,0,-58.7,43.3862433862434,0,Predicted,GCA_005931095.1_920,0.03,1,104,1,FALSE,0,0,0,0,0,1,1
0.000659,10,1.1,0,0,-2.4,26.7857142857143,0,Predicted,GCA_900088705.1_100,0.03,1,356,3,FALSE,0,0,0,0,0,1,1
0.000659,10,-2.4,16.2,4,-67.4,25.615763546798,27.2,Predicted,GCA_900088705.1_201,0.03,1,1189,3,FALSE,0,0,0,0,1,1,2
0.000659,10,1.4,0,0,-4.2,23.0769230769231,0,Predicted,GCA_900088705.1_208,0.03,1,94,2,FALSE,0,0,0,0,0,0,0
0,10,-0.7,0,0,-59.4,35.2941176470588,0,Predicted,GCA_900088705.1_266,0.03,1,110,2,FALSE,0,0,0,0,0,1,1
0.000659,10,0.9,0,0,-6.5,24.1935483870968,0,Predicted,GCA_900088705.1_316,0.03,1,86,2,FALSE,0,0,0,0,0,0,0
0,10,-2.9,0,0.31,-17.75,40.9836065573771,0,Predicted,GCA_900243355.1_84,0.03,1,49,3,FALSE,0,0,0,0,0,0,0
0.029065,0.0109015,0.3,9.3,0.9,-13.43,35.0961538461538,9.3,Predicted,GCA_900324475.1_205,0.03,1,43,2,FALSE,0,1,0,0,1,0,2
0,10,-0.3,11.5,0,-26.2,45.4545454545455,11.5,Predicted,GCA_900324475.1_210,0.03,1,422,2,FALSE,0,0,0,0,1,1,2
0,10,1.7,0,-0.38,-65.75,54.1666666666667,0,Predicted,GCA_000006765.1_243,0.02,1,126,2,FALSE,0,0,0,0,0,1,1
0,10,-0.1,13,-0.75,-84.97,59.6707818930041,13,Predicted,GCA_000006765.1_418,0.02,1,144,2,FALSE,0,0,1,0,1,1,3
0,10,-0.9,0,0,-20.9,59.7402597402597,0,Predicted,GCA_000006765.1_419,0.02,1,85,2,FALSE,0,0,0,0,0,0,0
0,10,1.7,0,0,-44,69.2982456140351,0,Predicted,GCA_000006765.1_42,0.02,1,99,2,FALSE,0,0,0,0,0,0,0
0,10,0.4,0,0,-7.3,43.6363636363636,0,Predicted,GCA_000006765.1_470,0.02,1,49,2,FALSE,0,0,0,0,0,0,0
0,10,-3.3,0,0.81,-45.65,65.7657657657658,0,Predicted,GCA_000006765.1_532,0.02,1,30,2,FALSE,0,0,0,0,0,0,0
0.014004,10,1.7,0,1.05,-11.63,31.4285714285714,0,Predicted,GCA_000007405.1_163,0.02,1,27847,8,FALSE,0,0,0,0,0,1,1
0.004633,10,-2,10.2,0,-69.9,47.085201793722,10.2,Predicted,GCA_000007405.1_184,0.02,1,58,2,FALSE,0,0,0,0,1,0,1
0.013345,10,-1.3,0,-0.48,-24.76,45.360824742268,0,Predicted,GCA_000007405.1_188,0.02,1,73,3,FALSE,0,0,0,0,0,0,0
0.014004,10,0,0,-0.33,-13.6,46.5346534653465,0,Predicted,GCA_000007405.1_192,0.02,1,1255,10,FALSE,0,0,0,0,0,1,1
0.014004,10,1.6,0,0,-8.9,46.3414634146341,0,Predicted,GCA_000007405.1_211,0.02,1,1550,9,FALSE,0,0,0,0,0,1,1
0.014004,0.005,1.3,0,0.23,-3.99,37.2881355932203,0,Predicted,GCA_000007405.1_222,0.02,1,475,9,FALSE,0,1,0,0,0,1,2
0.013345,10,0.9,0,0.01,-5.38,53.030303030303,0,Predicted,GCA_000007405.1_226,0.02,1,571,8,FALSE,0,0,0,0,0,1,1
0.013345,10,-0.1,0,0,-12.78,55.5555555555556,0,Predicted,GCA_000007405.1_238,0.02,1,956,8,FALSE,0,0,0,0,0,1,1
0.014004,10,-1.9,0,-0.07,-16.88,36.231884057971,0,Predicted,GCA_000007405.1_239,0.02,1,2186,10,FALSE,0,0,0,0,0,1,1
0.014004,10,0.8,0,0.23,-11.14,49.4252873563218,0,Predicted,GCA_000007405.1_443,0.02,1,403,10,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.1,0,0.69,-52.1,41.8867924528302,0,Predicted,GCA_000007405.1_483,0.02,1,487,9,FALSE,0,0,0,0,0,1,1
0.014004,10,0.6,0,-0.12,-22.15,44.7761194029851,0,Predicted,GCA_000007405.1_63,0.02,1,5366,9,FALSE,0,0,0,0,0,1,1
0.014004,10,0.5,0,-0.18,-8.46,41.025641025641,0,Predicted,GCA_000007405.1_657,0.02,1,24755,10,FALSE,0,0,0,0,0,1,1
0,10,1.4,0,0,-1.9,19.047619047619,0,Predicted,GCA_000007405.1_659,0.02,1,36,2,FALSE,0,0,0,0,0,0,0
0.014004,10,0.8,0,0,-9.5,52,0,Predicted,GCA_000007405.1_711,0.02,1,6258,6,FALSE,0,0,0,0,0,1,1
0.014004,10,0.8,0,0,-9,27.8350515463918,0,Predicted,GCA_000007405.1_724,0.02,1,1458,10,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.1,0,-0.37,-4.74,43.421052631579,0,Predicted,GCA_000007405.1_86,0.02,1,1002,8,FALSE,0,0,0,0,0,1,1
0.020751,10,0,0,0.69,-21.51,50.8379888268156,0,Predicted,GCA_000007565.2_145,0.02,1,1125,2,FALSE,0,0,0,0,0,1,1
0.020751,10,0.7,0,0,-4.57,50,0,Predicted,GCA_000007565.2_189,0.02,1,2739,2,FALSE,0,0,0,0,0,1,1
0,10,-0.4,14.2,0,-133.9,46.3203463203463,25,Predicted,GCA_000007565.2_260,0.02,1,3770,1,FALSE,0,0,0,0,1,1,2
0,10,2.1,10.9,0,-80.5,44.6629213483146,10.9,Predicted,GCA_000007565.2_457,0.02,1,50,1,FALSE,0,0,0,0,1,0,1
0,10,-1.6,7.3,0.75,-19.7,50.7042253521127,7.3,Predicted,GCA_000007565.2_46,0.02,1,33,2,FALSE,0,0,0,0,1,0,1
0,10,-1.3,10.5,0,-69.9,54.5918367346939,10.5,Predicted,GCA_000007565.2_99,0.02,1,25,1,FALSE,0,0,0,0,1,0,1
0.024836,10,-0.2,0,0,-11.3,46.551724137931,0,Predicted,GCA_000015425.1_10,0.02,1,5363,3,FALSE,0,0,0,0,0,1,1
0.000659,10,-0.9,0,0,-8.2,39.622641509434,0,Predicted,GCA_000015425.1_205,0.02,1,187,2,FALSE,0,0,0,0,0,1,1
0.024836,10,-2.6,0,0.11,-14.13,30.4,0,Predicted,GCA_000015425.1_259,0.02,1,11773,3,FALSE,0,0,0,0,0,1,1
0.024836,10,1.5,0,0,-7.2,32.6923076923077,0,Predicted,GCA_000015425.1_272,0.02,1,2112,3,FALSE,0,0,0,0,0,1,1
0.024836,10,1.8,0,2.5,-23.55,33.8383838383838,0,Predicted,GCA_000015425.1_276,0.02,1,3639,2,FALSE,0,0,0,0,0,1,1
0.024836,10,-0.4,0,0.11,-12.63,45.7627118644068,0,Predicted,GCA_000015425.1_279,0.02,1,3266,3,FALSE,0,0,0,0,0,1,1
0.024836,10,0.8,0,0.11,-3.7,38.4615384615385,0,Predicted,GCA_000015425.1_281,0.02,1,930,3,FALSE,0,0,0,0,0,1,1
0.024836,10,-0.2,0,0.33,-8.4,45.0980392156863,0,Predicted,GCA_000015425.1_43,0.02,1,2644,3,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.9,0,-0.14,-7.02,50,0,Predicted,GCA_000017745.1_167,0.02,1,607,9,FALSE,0,0,0,0,0,1,1
0,10,0,0,0,-9.4,29.4964028776978,0,Predicted,GCA_000017745.1_317,0.02,1,617,2,FALSE,0,0,0,0,0,1,1
0.014004,10,0.5,0,-0.18,-23.08,32.4022346368715,0,Predicted,GCA_000017745.1_389,0.02,1,22966,9,FALSE,0,0,0,0,0,1,1
0.003968,0.00496614,2,0,-0.44,-3.43,32.9545454545455,0,Predicted,GCA_000017745.1_434,0.02,1,1065,3,FALSE,0,1,0,0,0,1,2
0.014004,10,0.4,0,-0.29,-10.61,50.8196721311475,0,Predicted,GCA_000017745.1_435,0.02,1,1073,9,FALSE,0,0,0,0,0,1,1
0,10,0.2,7.9,0,-53.9,41.5966386554622,7.9,Predicted,GCA_000017745.1_53,0.02,1,64,2,FALSE,0,0,0,0,1,0,1
0.002641,10,-1,10.3,0,-93.9,45.625,17.8,Predicted,GCA_000017745.1_580,0.02,1,66,1,FALSE,0,0,0,0,1,0,1
0.014004,10,-0.1,0,-0.13,-11.04,44.578313253012,0,Predicted,GCA_000017765.1_114,0.02,1,1603,9,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.6,0,0,-19.26,40.6593406593407,0,Predicted,GCA_000017765.1_139,0.02,1,333,9,FALSE,0,0,0,0,0,1,1
0.014004,10,1.6,0,0.19,-20.38,31.1965811965812,0,Predicted,GCA_000017765.1_171,0.02,1,1531,7,FALSE,0,0,0,0,0,1,1
0,10,-1.5,0,0,-90.2,42.9487179487179,0,Predicted,GCA_000017765.1_324,0.02,1,488,2,FALSE,0,0,0,0,0,1,1
0.029721,10,-2,0,1.5,-28.02,33.3333333333333,0,Predicted,GCA_000046845.1_116,0.02,1,9484,5,FALSE,0,0,0,0,0,1,1
0,10,1.6,0,0,-1.3,34.2857142857143,0,Predicted,GCA_000046845.1_149,0.02,1,75,2,FALSE,0,0,0,0,0,0,0
0,10,1.3,0,0,-4.1,23.6111111111111,0,Predicted,GCA_000046845.1_30,0.02,1,349,2,FALSE,0,0,0,0,0,1,1
0,10,1.5,0,0,-16.2,24.3589743589744,0,Predicted,GCA_000046845.1_60,0.02,1,76,2,FALSE,0,0,0,0,0,0,0
0,10,1.4,0,0,-17.28,37.037037037037,0,Predicted,GCA_000091565.1_134,0.02,1,75,1,FALSE,0,0,0,0,0,0,0
0,10,-0.3,0,0,-11.4,35.0877192982456,0,Predicted,GCA_000091565.1_189,0.02,1,34,1,FALSE,0,0,0,0,0,0,0
0,10,1.5,10.3,0,-20.6,51.25,10.3,Predicted,GCA_000091565.1_199,0.02,1,353,1,FALSE,0,0,0,0,1,1,2
0,10,-0.6,12.8,0,-17.1,45.3125,21.1,Predicted,GCA_000091565.1_400,0.02,1,563,1,FALSE,0,0,0,0,1,1,2
0,10,0.6,0,0.75,-17.95,38.4615384615385,0,Predicted,GCA_000196475.1_337,0.02,1,87,1,FALSE,0,0,0,0,0,0,0
0,10,-0.4,10.2,0,-17.3,26.1682242990654,10.2,Predicted,GCA_000196795.1_69,0.02,1,633,2,FALSE,0,0,0,0,1,1,2
0,10,1.4,0,0,-12.5,23.6559139784946,0,Predicted,GCA_000196795.1_82,0.02,1,854,2,FALSE,0,0,0,0,0,1,1
0.000661,10,-1.7,0,0,-151.8,55.1980198019802,0,Predicted,GCA_000210855.2_169,0.02,1,606,3,FALSE,0,0,0,0,0,1,1
0.027003,10,0.9,0,0.33,-23.33,46.7289719626168,0,Predicted,GCA_000210855.2_454,0.02,1,82,1,FALSE,0,0,0,0,0,0,0
0,10,1.6,18.4,0,-84.9,36.9266055045872,18.4,Predicted,GCA_000213655.1_125,0.02,1,240,2,FALSE,0,0,0,0,1,1,2
0,10,-0.9,10.5,0,-92.8,40.9340659340659,10.5,Predicted,GCA_000213655.1_164,0.02,1,814,2,FALSE,0,0,0,0,1,1,2
0.022892,0.00623551,-1.6,0,0.64,-16.5,31.8181818181818,0,Predicted,GCA_000213655.1_169,0.02,1,782,5,FALSE,0,1,0,0,0,1,2
0,10,-0.1,9.8,0,-22.9,42.9906542056075,9.8,Predicted,GCA_000213655.1_197,0.02,1,280,2,FALSE,0,0,0,0,1,1,2
0,10,0.2,0,0,-53.8,34.5394736842105,0,Predicted,GCA_000213655.1_199,0.02,1,372,2,FALSE,0,0,0,0,0,1,1
0,10,-2.8,0,0,-14.4,39.0625,0,Predicted,GCA_000213655.1_220,0.02,1,150,2,FALSE,0,0,0,0,0,1,1
0,10,-0.1,0,0,-9.1,32.0987654320988,0,Predicted,GCA_000213655.1_268,0.02,1,242,2,FALSE,0,0,0,0,0,1,1
0,10,0.1,0,0,-6.4,40,0,Predicted,GCA_000213655.1_320,0.02,1,96,2,FALSE,0,0,0,0,0,0,0
0,10,0.6,0,0,-55.5,35,0,Predicted,GCA_000213655.1_366,0.02,1,62,2,FALSE,0,0,0,0,0,0,0
0.016056,10,1.5,0,0.5,-6.85,52.7272727272727,0,Predicted,GCA_000213655.1_57,0.02,1,70,2,FALSE,0,0,0,0,0,0,0
0,10,0.4,0,0,-64.3,35.1097178683386,0,Predicted,GCA_000213655.1_62,0.02,1,126,2,FALSE,0,0,0,0,0,1,1
0.018771,10,1,0,1.5,-18.35,45.7627118644068,0,Predicted,GCA_000213655.1_69,0.02,1,446,2,FALSE,0,0,0,0,0,1,1
0.016056,10,0.8,0,1.5,-7.7,39.4366197183099,0,Predicted,GCA_000213655.1_74,0.02,1,46,2,FALSE,0,0,0,0,0,0,0
0.008638,10,-0.9,13.4,0,-9.8,35.7142857142857,13.4,Predicted,GCA_000220485.1_139,0.02,1,305,3,FALSE,0,0,0,0,1,1,2
0.008638,10,-1.5,14.4,-0.22,-13.57,42.6666666666667,23.9,Predicted,GCA_000220485.1_155,0.02,1,36,3,FALSE,0,0,0,0,1,0,1
0.020788,10,-0.5,0,0.92,-13,52.2727272727273,0,Predicted,GCA_000220485.1_16,0.02,1,1434,3,FALSE,0,0,0,0,0,1,1
0.008638,10,1,0,0.33,-17.33,40.3361344537815,0,Predicted,GCA_000220485.1_181,0.02,1,143,3,FALSE,0,0,0,0,0,1,1
0.008638,10,0.6,0,0,-2.6,32.0754716981132,0,Predicted,GCA_000220485.1_194,0.02,1,88,3,FALSE,0,0,0,0,0,0,0
0.020788,10,-0.8,0,0.19,-24.6,40.9836065573771,0,Predicted,GCA_000220485.1_240,0.02,1,138,3,FALSE,0,0,0,0,0,1,1
0.008638,10,-0.7,0,-0.22,-6.97,27.8481012658228,0,Predicted,GCA_000220485.1_248,0.02,1,478,3,FALSE,0,0,0,0,0,1,1
0,10,0.3,11.1,0,-62,35.3697749196142,11.1,Predicted,GCA_000220485.1_26,0.02,1,68,2,FALSE,0,0,0,0,1,0,1
0.007293,10,0.6,11.6,0.5,-17.95,33.8709677419355,11.6,Predicted,GCA_000220485.1_283,0.02,1,58,3,FALSE,0,0,0,0,1,0,1
0,10,-0.7,0,0,-26.5,45.360824742268,0,Predicted,GCA_000220485.1_339,0.02,1,583,2,FALSE,0,0,0,0,0,1,1
0.025595,10,0.2,0,0,-16.2,45.2380952380952,0,Predicted,GCA_000220485.1_436,0.02,1,31,1,FALSE,0,0,0,0,0,0,0
0,10,-0.4,0,0,-65.4,47.2,0,Predicted,GCA_000220485.1_447,0.02,1,38,1,FALSE,0,0,0,0,0,0,0
0,10,0.8,0,0,-23.2,26.7175572519084,0,Predicted,GCA_000220485.1_454,0.02,1,26,1,FALSE,0,0,0,0,0,0,0
0.01806,10,-0.8,0,0.13,-14.98,38.0165289256198,0,Predicted,GCA_000220485.1_51,0.02,1,126,3,FALSE,0,0,0,0,0,1,1
0.008638,10,-0.4,0,-0.44,-5.26,51.1904761904762,0,Predicted,GCA_000220485.1_79,0.02,1,97,2,FALSE,0,0,0,0,0,0,0
0.010625,10,0.9,0,0.5,-14.2,33.3333333333333,0,Predicted,GCA_000222975.1_133,0.02,1,3034,1,FALSE,0,0,0,0,0,1,1
0.010625,10,0.9,0,0.5,-16.85,35.7723577235772,0,Predicted,GCA_000222975.1_400,0.02,1,155,1,FALSE,0,0,0,0,0,1,1
0.010625,10,1.5,0,-0.25,-7.85,27.9569892473118,0,Predicted,GCA_000222975.1_478,0.02,1,34,1,FALSE,0,0,0,0,0,0,0
0,10,1,10.3,0,-30.8,55.4347826086957,10.3,Predicted,GCA_000281215.1_174,0.02,1,38,2,FALSE,0,0,0,0,1,0,1
0,10,-2.2,0,1.5,-81.6,65.3179190751445,0,Predicted,GCA_000281215.1_183,0.02,1,2740,2,FALSE,0,0,0,0,0,1,1
0,10,-2.3,0,0,-23.7,61.0169491525424,0,Predicted,GCA_000281215.1_198,0.02,1,148,2,FALSE,0,0,0,0,0,1,1
0.008598,10,-2.1,12.1,1.62,-24.43,49.6503496503497,12.1,Predicted,GCA_000281215.1_266,0.02,1,117,3,FALSE,0,0,0,0,1,1,2
0,10,0.2,0,0,-35.2,43.6781609195402,0,Predicted,GCA_000281215.1_319,0.02,1,44,2,FALSE,0,0,0,0,0,0,0
0,10,-1.2,0,0,-16.6,48.5714285714286,0,Predicted,GCA_000281215.1_83,0.02,1,202,2,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.2,0,0,-6.2,47.0588235294118,0,Predicted,GCA_000283715.1_151,0.02,1,2648,9,FALSE,0,0,0,0,0,1,1
0,10,1.1,0,0,-36.5,28.7822878228782,0,Predicted,GCA_000283715.1_261,0.02,1,1100,2,FALSE,0,0,0,0,0,1,1
0.014004,0.005,2.3,0,0,-1.5,35.1851851851852,0,Predicted,GCA_000283715.1_412,0.02,1,117,6,FALSE,0,1,0,0,0,1,2
0.012655,10,-0.4,0,-0.41,-50.99,29.1228070175439,0,Predicted,GCA_000283715.1_486,0.02,1,436,1,FALSE,0,0,0,0,0,1,1
0.012655,10,-0.5,0,0,-38.1,41.2213740458015,0,Predicted,GCA_000283715.1_491,0.02,1,5054,1,FALSE,0,0,0,0,0,1,1
0.014004,10,0.2,0,0,-11,46.2686567164179,0,Predicted,GCA_000283715.1_63,0.02,1,146,10,FALSE,0,0,0,0,0,1,1
0.03391,10,0.6,0,0.16,-7.12,50,0,Predicted,GCA_000438825.1_106,0.02,1,297,4,FALSE,0,0,0,0,0,1,1
0.03391,10,-0.6,0,1.64,-16.44,51.063829787234,0,Predicted,GCA_000438825.1_167,0.02,1,1008,3,FALSE,0,0,0,0,0,1,1
0.018103,10,-1.3,0,0,-24.55,48.0392156862745,0,Predicted,GCA_000438825.1_182,0.02,1,102,2,FALSE,0,0,0,0,0,1,1
0,10,0.5,0,0,-5.6,25,0,Predicted,GCA_000438825.1_252,0.02,1,34,2,FALSE,0,0,0,0,0,0,0
0.018103,10,-2.7,0,-1.88,-15.93,24.6987951807229,0,Predicted,GCA_000438825.1_57,0.02,1,120,2,FALSE,0,0,1,0,0,1,2
0.000661,10,0.7,9.4,0,-135.5,53.6708860759494,9.4,Predicted,GCA_000497505.1_160,0.02,1,851,2,FALSE,0,0,0,0,1,1,2
0.013345,10,0.6,0,0,-6,48.2142857142857,0,Predicted,GCA_000497505.1_206,0.02,1,945,4,FALSE,0,0,0,0,0,1,1
0.014004,10,1.2,0,0,-10.8,48.7179487179487,0,Predicted,GCA_000497505.1_209,0.02,1,3988,10,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.7,0,0,-19.35,40.9090909090909,0,Predicted,GCA_000497505.1_296,0.02,1,1682,10,FALSE,0,0,0,0,0,1,1
0.000661,10,-1,0,0,-5.2,27.2727272727273,0,Predicted,GCA_000497505.1_360,0.02,1,408,2,FALSE,0,0,0,0,0,1,1
0.013345,10,1.5,0,-0.81,-5.21,47.8260869565217,0,Predicted,GCA_000497505.1_369,0.02,1,11549,3,FALSE,0,0,1,0,0,1,2
0.012655,10,-0.4,0,-0.22,-13.1,50,0,Predicted,GCA_000497505.1_422,0.02,1,123,1,FALSE,0,0,0,0,0,1,1
0.013345,10,-0.5,0,0.28,-22.55,50.8064516129032,0,Predicted,GCA_000497505.1_427,0.02,1,105,1,FALSE,0,0,0,0,0,1,1
0.013345,10,0.8,0,0.08,-8.24,28.5714285714286,0,Predicted,GCA_000497505.1_95,0.02,1,300,9,FALSE,0,0,0,0,0,1,1
0,10,-1.7,15.9,0,-65.6,35.8974358974359,29.3,Predicted,GCA_000747565.1_14,0.02,1,146,2,FALSE,0,0,0,0,1,1,2
0.03391,10,0.3,0,0.2,-11.28,49.2307692307692,0,Predicted,GCA_000747565.1_189,0.02,1,703,4,FALSE,0,0,0,0,0,1,1
0.047216,10,-0.1,0,-0.75,-15.03,39.1304347826087,0,Predicted,GCA_000747565.1_196,0.02,1,203,4,FALSE,0,0,1,0,0,1,2
0.03391,10,0.7,10.5,0.4,-8.16,33.6283185840708,10.5,Predicted,GCA_000747565.1_209,0.02,1,86,3,FALSE,0,0,0,0,1,0,1
0.008637,10,0.1,12.3,0,-36.35,26.9076305220884,22.4,Predicted,GCA_000747565.1_225,0.02,1,162,2,FALSE,0,0,0,0,1,1,2
0.03391,10,-1.2,0,-0.64,-21.36,54.4715447154472,0,Predicted,GCA_000747565.1_248,0.02,1,510,4,FALSE,0,0,1,0,0,1,2
0.03391,10,-0.1,0,1,-12.36,46.8085106382979,0,Predicted,GCA_000747565.1_249,0.02,1,102,4,FALSE,0,0,0,0,0,1,1
0.008637,10,0.1,12.9,-0.11,-12.77,58.3333333333333,12.9,Predicted,GCA_000747565.1_324,0.02,1,45,3,FALSE,0,0,0,0,1,0,1
0,10,-0.5,12.6,3,-135.5,57.7889447236181,39.7,Predicted,GCA_000747565.1_333,0.02,1,103,1,FALSE,0,0,0,0,1,1,2
0.008637,10,1.6,9.4,1.75,-29.55,35.2490421455939,9.4,Predicted,GCA_000747565.1_339,0.02,1,33,1,FALSE,0,0,0,0,1,0,1
0.008637,10,-3,0,0.11,-37.27,62.7906976744186,0,Predicted,GCA_000747565.1_74,0.02,1,74,3,FALSE,0,0,0,0,0,0,0
0.03391,10,1.8,0,0.64,-5.74,35.0515463917526,0,Predicted,GCA_000747565.1_85,0.02,1,517,4,FALSE,0,0,0,0,0,1,1
0.03391,10,-0.4,0,0.72,-12.84,42.6229508196721,0,Predicted,GCA_000747565.1_86,0.02,1,172,4,FALSE,0,0,0,0,0,1,1
0.010625,10,-0.4,10.3,-0.33,-21.33,57.9545454545455,10.3,Predicted,GCA_000964565.1_23,0.02,1,43,1,TRUE,0,0,0,0,1,0,1
0.010625,10,-2.1,0,1,-20.7,35.7723577235772,0,Predicted,GCA_000964565.1_347,0.02,1,39,1,FALSE,0,0,0,0,0,0,0
0.010625,10,-0.2,12,0.5,-29.05,33.5526315789474,23.9,Predicted,GCA_000987925.1_185,0.02,1,391,1,FALSE,0,0,0,0,1,1,2
0.010625,10,-0.2,0,-1,-32.3,48.1481481481481,0,Predicted,GCA_000987925.1_190,0.02,1,209,1,FALSE,0,0,1,0,0,1,2
0.010625,10,0,0,0.25,-18.85,29.7520661157025,0,Predicted,GCA_000987925.1_216,0.02,1,384,1,FALSE,0,0,0,0,0,1,1
0.010625,10,-1.1,0,1.25,-43.5,34.3347639484979,0,Predicted,GCA_000987925.1_263,0.02,1,274,1,FALSE,0,0,0,0,0,1,1
0,10,1.3,16.9,0,-7.1,31.7647058823529,16.9,Predicted,GCA_000987925.1_276,0.02,1,84,1,FALSE,0,0,0,0,1,0,1
0.010625,10,-1.5,16.4,0,-15.6,33.0578512396694,16.4,Predicted,GCA_000987925.1_308,0.02,1,89,1,FALSE,0,0,0,0,1,0,1
0.010625,10,-0.6,0,2,-48.7,33.2214765100671,0,Predicted,GCA_000987925.1_354,0.02,1,271,1,FALSE,0,0,0,0,0,1,1
0.010625,10,0.3,0,1.75,-37.8,28.2142857142857,0,Predicted,GCA_000987925.1_483,0.02,1,227,1,FALSE,0,0,0,0,0,1,1
0.010625,10,-0.5,0,-0.25,-10.85,33.6842105263158,0,Predicted,GCA_000987925.1_487,0.02,1,35,1,FALSE,0,0,0,0,0,0,0
0.010625,10,-1.8,14.2,0.5,-19.35,33.9285714285714,14.2,Predicted,GCA_000987925.1_497,0.02,1,319,1,FALSE,0,0,0,0,1,1,2
0.010625,10,-0.3,15.8,1.75,-53.95,29.4294294294294,38.1,Predicted,GCA_000987925.1_75,0.02,1,90,1,FALSE,0,0,0,0,1,0,1
0.00132,10,-1.5,0,0,-30.4,58.2417582417582,0,Predicted,GCA_001042875.1_135,0.02,1,415,3,FALSE,0,0,0,0,0,1,1
0.00132,10,-2.1,8.2,-0.53,-58.33,67.3758865248227,8.2,Predicted,GCA_001042875.1_140,0.02,1,358,3,FALSE,0,0,1,0,1,1,3
0.00132,10,-1.5,15.3,2.45,-119.93,60.9756097560976,31.4,Predicted,GCA_001042875.1_179,0.02,1,155,3,FALSE,0,0,0,0,1,1,2
0.00132,0.00680145,0.7,7.4,0,-33.5,56.0606060606061,22.2,Predicted,GCA_001042875.1_188,0.02,1,600,3,FALSE,0,1,0,0,1,1,3
